genes	cpgs	mean_max_frequency_weight
ENSG00000182141	cg00001583	1335.8858405063083
ENSG00000254092	cg00001791	1303.9972272114596
ENSG00000254131	cg00000924	1290.444094012163
ENSG00000264104	cg00000948	1278.8612261829169
ENSG00000259883	cg00000714	1277.1969126186934
ENSG00000158486	cg00002593	1270.4102959712416
ENSG00000270469	cg00002597	1211.899739833497
ENSG00000275265	cg00002810	1206.5434026982525
ENSG00000166391	cg00002224	1196.461318831402
ENSG00000280038	cg00000622	1191.6021507503933
ENSG00000259883	cg00002809	1189.1761018676455
ENSG00000267108	cg00004082	1170.2649435184617
ENSG00000269148	cg00001791	1169.0483872841567
ENSG00000064601	cg00001446	1156.3751582716338
ENSG00000166634	cg00001791	1148.3137202759626
ENSG00000252628	cg00002660	1142.9040804112626
ENSG00000254131	cg00002464	1141.3437506883138
ENSG00000270112	cg00002531	1131.368407662415
ENSG00000214198	cg00002809	1119.9560437830808
ENSG00000088179	cg00003994	1110.311696253174
ENSG00000266261	cg00003202	1103.7093705399147
ENSG00000240423	cg00003091	1101.83434109791
ENSG00000240423	cg00002449	1096.050238689645
ENSG00000078237	cg00002597	1093.8415506386502
ENSG00000197421	cg00002597	1088.605405358948
ENSG00000280038	cg00002116	1060.2710880484274
ENSG00000273406	cg00000905	1056.228408812782
ENSG00000266261	cg00000363	1035.8687664687322
ENSG00000275265	cg00000363	1023.9332168391957
ENSG00000252628	cg00002464	1019.7352658625862
ENSG00000088179	cg00003181	1015.8740476586306
ENSG00000179262	cg00001364	1008.4011674432761
ENSG00000234881	cg00002646	1003.7464544148725
ENSG00000240423	cg00004067	960.9731135766831
ENSG00000242041	cg00000289	950.7690131077466
ENSG00000220993	cg00000289	950.7106192338306
ENSG00000166634	cg00002531	950.0841885185775
ENSG00000179833	cg00001809	943.4979428525091
ENSG00000254465	cg00000714	933.5326698992894
ENSG00000264104	cg00002236	930.0918403737114
ENSG00000118972	cg00000292	925.3765745142379
ENSG00000240423	cg00003202	917.1064446362476
ENSG00000182141	cg00001687	904.8642323633667
ENSG00000179833	cg00001245	900.3441807636206
ENSG00000179262	cg00002033	894.3611274784746
ENSG00000254092	cg00000948	894.2373021662763
ENSG00000261789	cg00002769	893.9057359907795
ENSG00000242268	cg00003091	888.5603398370429
ENSG00000127511	cg00001854	870.813171225654
ENSG00000242041	cg00002033	870.7655228578952
ENSG00000266644	cg00000957	850.4577408748294
ENSG00000166368	cg00003994	849.5488796175407
ENSG00000214062	cg00000769	847.8860335506417
ENSG00000153561	cg00000622	846.4949176762246
ENSG00000227535	cg00001446	846.4053705690873
ENSG00000240423	cg00003305	844.0435464485381
ENSG00000276644	cg00002810	832.4824219633006
ENSG00000196167	cg00000363	830.8794183497699
ENSG00000271647	cg00004055	829.7902697501992
ENSG00000270112	cg00002593	822.8624366612402
ENSG00000258630	cg00002593	811.802301062068
ENSG00000280159	cg00003091	806.0024904408467
ENSG00000127511	cg00004089	805.5385466791223
ENSG00000278732	cg00002597	799.1037934743414
ENSG00000220993	cg00001510	797.1540371685744
ENSG00000278732	cg00000957	794.9507399336571
ENSG00000254465	cg00002837	790.2567696049371
ENSG00000220993	cg00002236	782.0607965508806
ENSG00000197421	cg00003298	781.0193872168468
ENSG00000270469	cg00004082	757.3568019708489
ENSG00000057294	cg00000948	756.8315785573255
ENSG00000230100	cg00002490	756.4171104281071
ENSG00000266261	cg00004055	752.9394920466343
ENSG00000234943	cg00002930	746.5589475353644
ENSG00000260900	cg00003287	740.8381773067224
ENSG00000234943	cg00002449	739.2037863724471
ENSG00000240423	cg00002646	737.3801943939903
ENSG00000252628	cg00002116	735.0124053765877
ENSG00000172137	cg00003202	732.3365892262489
ENSG00000179833	cg00001874	731.1636659601568
ENSG00000197421	cg00000948	727.3236907879493
ENSG00000234943	cg00001791	727.0608050960197
ENSG00000236893	cg00003305	723.5487792104578
ENSG00000118972	cg00001261	722.9396752584521
ENSG00000275479	cg00004082	702.7829243086192
ENSG00000057294	cg00001854	700.1744772908695
ENSG00000242268	cg00000769	698.776203419759
ENSG00000204113	cg00002449	694.0006113795341
ENSG00000166634	cg00002033	693.1695789999707
ENSG00000275265	cg00000924	690.6274688836722
ENSG00000236893	cg00003287	690.598064114981
ENSG00000161558	cg00004082	685.0130646141553
ENSG00000242041	cg00004055	684.6012617927099
ENSG00000254465	cg00000321	683.7202108995565
ENSG00000166007	cg00001510	683.6819372132264
ENSG00000230100	cg00001874	679.2147497761217
ENSG00000270112	cg00004055	678.7724599344783
ENSG00000166634	cg00002837	678.3553354044075
ENSG00000259883	cg00002646	674.2089537265848
ENSG00000166368	cg00000769	672.3926368697912
ENSG00000275265	cg00003091	671.9085048256874
ENSG00000280038	cg00003181	669.668576106031
ENSG00000207000	cg00002593	666.7727769522536
ENSG00000261789	cg00002591	661.6279360022093
ENSG00000166634	cg00002930	661.4972092812784
ENSG00000236893	cg00001687	655.1298634250845
ENSG00000269148	cg00003994	651.9573022278813
ENSG00000275265	cg00001249	648.2650368991324
ENSG00000275265	cg00001245	647.9770386331738
ENSG00000275265	cg00002808	647.9346157204765
ENSG00000236040	cg00001582	644.2320185211552
ENSG00000167700	cg00004089	644.1109181982007
ENSG00000118972	cg00001854	641.1800488882556
ENSG00000234943	cg00000769	637.5211481136386
ENSG00000153561	cg00000948	633.2176025135216
ENSG00000204113	cg00002769	632.6144539928744
ENSG00000078237	cg00001747	629.2599772033394
ENSG00000146083	cg00002449	626.5799067962091
ENSG00000166634	cg00000734	621.4420766090454
ENSG00000167768	cg00003994	612.8069196915836
ENSG00000259883	cg00002406	612.4075395240422
ENSG00000278923	cg00003298	611.3696747733679
ENSG00000280038	cg00002224	609.6425263737093
ENSG00000254465	cg00003305	608.8897223626191
ENSG00000259883	cg00000363	604.6773962619726
ENSG00000254131	cg00001446	601.1746988556571
ENSG00000234943	cg00002809	599.3072604926524
ENSG00000254092	cg00002426	599.1842015326924
ENSG00000254131	cg00003202	596.4619510439683
ENSG00000179262	cg00000948	596.0825747281943
ENSG00000264104	cg00001747	591.9886422136652
ENSG00000278099	cg00002190	591.2971954276717
ENSG00000261789	cg00000957	590.5004330832388
ENSG00000225269	cg00004089	589.7827804369997
ENSG00000166634	cg00001249	587.6702736712025
ENSG00000118972	cg00001249	585.2505930547692
ENSG00000280038	cg00001446	583.9155850030126
ENSG00000234943	cg00003345	580.6388731574472
ENSG00000273406	cg00001245	580.2275650554391
ENSG00000280159	cg00001854	578.9276594593648
ENSG00000254465	cg00002660	578.7941514654858
ENSG00000274219	cg00002236	576.476484062513
ENSG00000198242	cg00002449	575.6831414646026
ENSG00000095587	cg00000363	569.8317104983798
ENSG00000179262	cg00003305	566.0772726958394
ENSG00000264104	cg00002646	564.0358002381793
ENSG00000276644	cg00002837	563.735672621632
ENSG00000008517	cg00003287	562.1574712203478
ENSG00000008517	cg00003181	556.5091257142678
ENSG00000220993	cg00002531	556.3881137365872
ENSG00000230100	cg00003625	556.1327695001905
ENSG00000276644	cg00002769	554.1940080485675
ENSG00000236040	cg00001583	553.8629626406644
ENSG00000236893	cg00000289	553.3715672435694
ENSG00000275265	cg00002449	548.6836617206219
ENSG00000166368	cg00000292	546.9070066034599
ENSG00000278732	cg00000622	545.954746800256
ENSG00000278732	cg00003529	543.5408107074988
ENSG00000280159	cg00002224	538.4275895341359
ENSG00000278732	cg00000029	537.9036758058685
ENSG00000275479	cg00002809	537.0982130476675
ENSG00000236040	cg00000734	533.2707663939335
ENSG00000254131	cg00003529	532.4872213514602
ENSG00000264104	cg00003578	532.4604672828672
ENSG00000252628	cg00003625	530.8692897583574
ENSG00000258630	cg00001245	529.4439940895296
ENSG00000254092	cg00002597	528.6569453353276
ENSG00000204113	cg00003305	528.6444915142663
ENSG00000278923	cg00002426	527.906600352259
ENSG00000234943	cg00000714	527.4298520081121
ENSG00000278923	cg00000292	520.4095534135179
ENSG00000280038	cg00000924	519.5716017050129
ENSG00000204113	cg00002593	518.8389696796025
ENSG00000264438	cg00001349	517.13488921752
ENSG00000254465	cg00002033	515.0844226748437
ENSG00000166368	cg00000165	515.0020542212244
ENSG00000263089	cg00003345	510.80145149524594
ENSG00000088179	cg00003345	510.2263398498058
ENSG00000234881	cg00003202	509.7951409023446
ENSG00000278732	cg00003513	507.0779752518287
ENSG00000214062	cg00002809	506.4710179419958
ENSG00000261789	cg00002464	503.2737558147918
ENSG00000270112	cg00001583	501.50492707654325
ENSG00000064601	cg00001809	501.01393884144335
ENSG00000264438	cg00002236	500.7445520281602
ENSG00000179833	cg00002531	499.065800628675
ENSG00000166007	cg00003529	498.55429006537094
ENSG00000254465	cg00001446	498.02765119204605
ENSG00000280038	cg00003298	497.03315063444643
ENSG00000255420	cg00001364	496.48277291467014
ENSG00000262950	cg00002145	496.3546781146373
ENSG00000242268	cg00000029	494.85747912980275
ENSG00000166634	cg00002490	492.2637697905336
ENSG00000270469	cg00002837	489.6410293715981
ENSG00000220993	cg00003345	489.49708294051095
ENSG00000270469	cg00002769	487.7648578733533
ENSG00000231981	cg00002145	481.65152332740195
ENSG00000242041	cg00002190	481.27725731169164
ENSG00000261789	cg00002593	481.1673255799961
ENSG00000057294	cg00001364	479.1191292547724
ENSG00000233540	cg00003298	478.88790266202733
ENSG00000233540	cg00001854	473.8264421497752
ENSG00000255420	cg00002809	473.5555608944818
ENSG00000269416	cg00000957	472.9751763864426
ENSG00000236893	cg00003513	471.7209720529235
ENSG00000271647	cg00001249	469.99824382665645
ENSG00000167578	cg00001364	467.3831456031085
ENSG00000227535	cg00003305	467.11313181337334
ENSG00000236893	cg00004072	465.86389291488234
ENSG00000264438	cg00000714	463.81801580881955
ENSG00000225269	cg00002426	460.3676768543959
ENSG00000264104	cg00001446	460.1488727739238
ENSG00000278732	cg00000292	459.05870724161815
ENSG00000263089	cg00003287	457.95238652367937
ENSG00000236040	cg00002145	457.2495954080898
ENSG00000254131	cg00000622	455.86450093767286
ENSG00000204113	cg00000292	455.51862194379873
ENSG00000274219	cg00001687	454.92080209779994
ENSG00000280159	cg00003305	449.7927942124085
ENSG00000231981	cg00000948	449.70361122497906
ENSG00000227535	cg00002930	446.9974712484161
ENSG00000252628	cg00000165	443.21005039651936
ENSG00000008517	cg00004082	440.9508787688948
ENSG00000227535	cg00000236	440.8205585498945
ENSG00000254092	cg00000029	439.29647831498784
ENSG00000172137	cg00004082	437.37232192073003
ENSG00000240423	cg00001582	435.6144191046313
ENSG00000172137	cg00002426	435.004546915551
ENSG00000166368	cg00002591	434.4015373858333
ENSG00000269148	cg00003345	434.1970723622292
ENSG00000231105	cg00002033	433.1628195960052
ENSG00000146083	cg00002930	430.51079250475925
ENSG00000275265	cg00002809	424.4175285645895
ENSG00000262950	cg00000734	424.0184381119215
ENSG00000118972	cg00004072	420.64911391753805
ENSG00000057294	cg00001747	418.79643439360495
ENSG00000261789	cg00002660	418.359062979481
ENSG00000271647	cg00000714	417.45463740234
ENSG00000270469	cg00002449	417.41210013949467
ENSG00000233540	cg00002837	414.4821996674102
ENSG00000236893	cg00002930	413.6830181441533
ENSG00000118972	cg00000029	413.33527747290884
ENSG00000231981	cg00002593	412.10680918477175
ENSG00000166368	cg00002426	409.4356134693923
ENSG00000271616	cg00002719	406.2438452914251
ENSG00000254465	cg00001582	404.53219504558285
ENSG00000263089	cg00004082	404.5108128304276
ENSG00000225269	cg00002033	402.51662978305865
ENSG00000269148	cg00000721	402.16128708005044
ENSG00000271647	cg00001446	401.0201856108421
ENSG00000278099	cg00001854	400.5585870122743
ENSG00000266261	cg00003969	398.7973936123496
ENSG00000078237	cg00000924	398.5236791232236
ENSG00000204113	cg00002646	397.3264941448304
ENSG00000231981	cg00001809	396.09946472136255
ENSG00000252628	cg00000721	395.19637592682557
ENSG00000278923	cg00000769	394.97198440159013
ENSG00000231981	cg00002810	393.48778294157063
ENSG00000273406	cg00003625	392.6433152799235
ENSG00000262950	cg00000029	391.69037120034557
ENSG00000275265	cg00004055	389.66474838552216
ENSG00000261789	cg00003091	388.6914600146993
ENSG00000280159	cg00000957	385.2061336742949
ENSG00000064225	cg00000714	385.1698711628782
ENSG00000236893	cg00003578	383.91793640780287
ENSG00000236040	cg00002116	382.3974699448332
ENSG00000278732	cg00003181	381.331090277535
ENSG00000261789	cg00000289	381.02242463865105
ENSG00000268465	cg00001874	379.2918539398842
ENSG00000234943	cg00000957	378.9532024789626
ENSG00000261789	cg00000769	378.79250135922814
ENSG00000254465	cg00002236	376.83802733819607
ENSG00000204113	cg00002490	376.3162284650866
ENSG00000234900	cg00000948	375.1723835945212
ENSG00000207000	cg00000029	372.1778485737323
ENSG00000268465	cg00002660	371.390874182631
ENSG00000278099	cg00001583	371.3304106455562
ENSG00000240423	cg00000321	367.72433846156065
ENSG00000254465	cg00003181	366.34058895284204
ENSG00000166368	cg00001582	364.94554964351767
ENSG00000134108	cg00001446	360.7804988790551
ENSG00000166368	cg00003513	358.1137293674303
ENSG00000088179	cg00002646	357.76456287387384
ENSG00000280038	cg00000321	355.29070275128515
ENSG00000262950	cg00004072	354.8805795940533
ENSG00000278923	cg00000363	352.69286763307764
ENSG00000234881	cg00003784	351.7597959035537
ENSG00000280038	cg00000957	350.76428612911064
ENSG00000278923	cg00002224	350.7380346822789
ENSG00000278732	cg00000289	349.6641674430095
ENSG00000102174	cg00000924	349.3797951850831
ENSG00000008517	cg00003625	348.6349647345089
ENSG00000264438	cg00002837	345.7435224024923
ENSG00000166634	cg00002809	345.5900819226843
ENSG00000278732	cg00001261	345.5737750972649
ENSG00000207000	cg00002837	343.8099538927576
ENSG00000153561	cg00002769	343.07730484608805
ENSG00000262950	cg00003287	341.41224230567343
ENSG00000231981	cg00001510	339.89447668439703
ENSG00000254092	cg00002809	339.0077390734132
ENSG00000166368	cg00000924	338.5066670942548
ENSG00000242268	cg00001245	335.9838782024551
ENSG00000280038	cg00000769	335.3056976256188
ENSG00000118972	cg00002190	334.67451169007825
ENSG00000207000	cg00003181	334.60976112960327
ENSG00000204113	cg00003298	333.90390861649337
ENSG00000225269	cg00002490	332.81684327984436
ENSG00000236893	cg00000165	331.57134524990767
ENSG00000166007	cg00001261	331.1827012115268
ENSG00000240423	cg00000905	330.9297743858707
ENSG00000118972	cg00000948	330.7135541133238
ENSG00000234943	cg00004089	330.0615050507672
ENSG00000225269	cg00002593	329.3447986192428
ENSG00000280038	cg00000289	328.6195346802616
ENSG00000280038	cg00002236	328.0020406380273
ENSG00000225269	cg00002145	326.8000395706775
ENSG00000240423	cg00000029	326.2514105832904
ENSG00000254131	cg00002490	325.5827867842465
ENSG00000134108	cg00000948	325.4427074099895
ENSG00000070081	cg00000029	323.99357550813255
ENSG00000166368	cg00003287	323.51230549215387
ENSG00000278099	cg00000165	322.00895786497
ENSG00000252628	cg00002593	320.764315984381
ENSG00000280038	cg00003305	319.2261175031744
ENSG00000252628	cg00002145	318.6248661386081
ENSG00000167768	cg00003181	318.6241028666327
ENSG00000271647	cg00002236	318.10214452391307
ENSG00000278732	cg00003305	318.03884661574807
ENSG00000278732	cg00001583	316.7752926034641
ENSG00000118972	cg00001583	315.80469678887897
ENSG00000207000	cg00004055	315.0495652403834
ENSG00000278099	cg00000029	314.92011445673444
ENSG00000207000	cg00002406	314.7677760375525
ENSG00000242268	cg00003181	312.2291750992355
ENSG00000225269	cg00000236	312.18114900223304
ENSG00000204113	cg00000029	311.79035722771454
ENSG00000273406	cg00001854	310.1810530019108
ENSG00000166634	cg00001364	309.7476606108248
ENSG00000264104	cg00002033	307.6439471664097
ENSG00000264438	cg00001245	305.9054960921875
ENSG00000167768	cg00002808	304.90084574757384
ENSG00000264438	cg00004055	304.12800843071255
ENSG00000278099	cg00000658	303.71352623747987
ENSG00000254131	cg00002591	302.5874158015032
ENSG00000207000	cg00002224	302.50495295486303
ENSG00000078237	cg00003784	302.4260352462504
ENSG00000264104	cg00000769	301.67299538348817
ENSG00000078237	cg00003181	301.2232417528186
ENSG00000252628	cg00001874	298.733355696147
ENSG00000278732	cg00000721	297.72166630914546
ENSG00000254131	cg00003298	296.23014097829014
ENSG00000280038	cg00000029	294.7653974850538
ENSG00000242268	cg00002224	292.27834276386255
ENSG00000273406	cg00003994	291.5483010620131
ENSG00000242268	cg00002593	291.3817672081114
ENSG00000270112	cg00000289	291.01428073107326
ENSG00000254465	cg00002719	288.72868861639773
ENSG00000166634	cg00001582	287.88102820759343
ENSG00000270112	cg00001809	287.68935729596546
ENSG00000262950	cg00002809	286.1854451329101
ENSG00000242268	cg00000658	285.9979137073095
ENSG00000207000	cg00002033	285.6785676354196
ENSG00000271616	cg00001582	285.52562155459566
ENSG00000254131	cg00000769	285.115533619227
ENSG00000267108	cg00001245	285.0460658142005
ENSG00000166368	cg00001261	284.92688583045515
ENSG00000236893	cg00004089	284.7651302746548
ENSG00000231981	cg00000924	284.6035415534254
ENSG00000231981	cg00003181	284.3967472509794
ENSG00000236893	cg00003994	283.22440435139976
ENSG00000134108	cg00000363	280.3292525999367
ENSG00000271616	cg00000321	280.30804283667754
ENSG00000064225	cg00000948	280.10190109309013
ENSG00000264104	cg00001809	279.98313577893913
ENSG00000225269	cg00001349	279.75052860165886
ENSG00000252628	cg00003784	279.6837653886297
ENSG00000254131	cg00002930	278.5213597139176
ENSG00000220993	cg00001583	277.6806303760039
ENSG00000278732	cg00002660	277.4575832778606
ENSG00000267108	cg00002810	277.2600372402597
ENSG00000204113	cg00003529	276.6410648426492
ENSG00000166368	cg00002236	275.5159166515703
ENSG00000236893	cg00003345	274.87121556081553
ENSG00000236893	cg00002116	274.2915418131822
ENSG00000242268	cg00003298	273.4613653368059
ENSG00000225269	cg00001583	273.4012430774132
ENSG00000064601	cg00000924	272.47438135413165
ENSG00000118972	cg00000165	272.3327349081427
ENSG00000266261	cg00001364	271.34662866280047
ENSG00000233540	cg00004072	271.1530394639297
ENSG00000204113	cg00003181	270.8882538123569
ENSG00000230100	cg00001747	270.2557508571435
ENSG00000197421	cg00001446	269.3028246321533
ENSG00000236040	cg00000292	268.35064214579404
ENSG00000242041	cg00001364	267.37649759129687
ENSG00000278732	cg00003287	266.94801236143996
ENSG00000262950	cg00002490	266.13379889021917
ENSG00000236893	cg00001446	266.08406758828096
ENSG00000264981	cg00000924	264.02946460600907
ENSG00000236040	cg00003529	263.0168564650275
ENSG00000261789	cg00000721	260.71262282298153
ENSG00000236893	cg00003529	259.96125422312696
ENSG00000235240	cg00001349	259.83513677983143
ENSG00000204113	cg00002809	259.3912390311146
ENSG00000242041	cg00000721	258.91796393449937
ENSG00000230100	cg00002930	258.7501008437056
ENSG00000261789	cg00003625	257.99398926394576
ENSG00000231981	cg00003513	257.45308131007016
ENSG00000278099	cg00003578	256.7568086072415
ENSG00000273406	cg00003345	256.17171132218516
ENSG00000269475	cg00000948	255.87526186820963
ENSG00000234881	cg00002593	255.04975811897646
ENSG00000278099	cg00002930	253.7619962482006
ENSG00000242041	cg00003513	253.67359556467886
ENSG00000264104	cg00003287	253.01882252221566
ENSG00000166368	cg00000948	252.79350180630408
ENSG00000230100	cg00001249	252.40454560554642
ENSG00000220993	cg00001582	252.2531590696975
ENSG00000185105	cg00001349	252.2059628900211
ENSG00000118972	cg00003181	252.18127309534566
ENSG00000214062	cg00002646	252.13152618501755
ENSG00000235240	cg00000165	251.90689216805583
ENSG00000242041	cg00002597	251.39851461332253
ENSG00000260900	cg00000948	250.50149989857002
ENSG00000261789	cg00002449	250.49286433383807
ENSG00000254465	cg00004055	248.8872517143189
ENSG00000273406	cg00001791	247.57680552034833
ENSG00000227535	cg00002593	247.18300498082652
ENSG00000118972	cg00002591	246.7490677742764
ENSG00000280159	cg00000948	245.81068761272618
ENSG00000231981	cg00000289	244.35982162950347
ENSG00000235240	cg00000321	243.60233987800873
ENSG00000273406	cg00000321	242.3999634869196
ENSG00000268465	cg00001747	240.94768977753705
ENSG00000078237	cg00002810	240.35324758420342
ENSG00000102174	cg00003994	239.49227561032157
ENSG00000234943	cg00003994	237.193663913764
ENSG00000242268	cg00003513	235.35108187368434
ENSG00000271616	cg00002646	235.1610682479844
ENSG00000220993	cg00002837	235.0931706647463
ENSG00000260900	cg00002190	233.77953245712993
ENSG00000264104	cg00002593	233.42343250823004
ENSG00000242268	cg00002033	233.20908957923797
ENSG00000166368	cg00001583	232.83314754027674
ENSG00000260900	cg00001245	232.58125260316788
ENSG00000233540	cg00001446	232.12571689339774
ENSG00000268465	cg00003173	231.642888275382
ENSG00000271616	cg00002930	230.75236669454577
ENSG00000166368	cg00001446	230.27308280110128
ENSG00000207000	cg00001249	229.30037613746055
ENSG00000118972	cg00000769	229.24103979831045
ENSG00000242268	cg00003173	227.4077753865668
ENSG00000064225	cg00001854	226.09933188500645
ENSG00000252628	cg00003578	225.33893491935473
ENSG00000234943	cg00003969	224.97439372827856
ENSG00000254465	cg00003784	224.84995652117448
ENSG00000204113	cg00002660	224.68216624879875
ENSG00000233540	cg00001874	224.66049937438805
ENSG00000240423	cg00002224	224.5991004127057
ENSG00000166391	cg00000721	224.25546409912207
ENSG00000220993	cg00002597	223.09066898210187
ENSG00000255420	cg00004072	220.23761917182642
ENSG00000242041	cg00002930	219.7680487753542
ENSG00000204113	cg00003784	219.0815755643384
ENSG00000254131	cg00002033	218.7648496798205
ENSG00000234943	cg00000236	217.93053141841705
ENSG00000008517	cg00002449	217.36156693855614
ENSG00000254131	cg00000948	217.302611284848
ENSG00000235240	cg00002719	217.0171780462848
ENSG00000235240	cg00000658	216.95118799650086
ENSG00000197421	cg00001791	216.7424517225502
ENSG00000227535	cg00000321	216.44036099383266
ENSG00000234881	cg00003298	214.76539648286115
ENSG00000274458	cg00001747	214.2578009823112
ENSG00000252628	cg00000948	214.15213882690009
ENSG00000179262	cg00003173	212.81755193758545
ENSG00000263089	cg00002646	212.70849845313427
ENSG00000231981	cg00004072	212.56914675103783
ENSG00000166634	cg00000714	211.4195583377906
ENSG00000166007	cg00002593	211.09631633783658
ENSG00000271616	cg00002033	210.7375987107721
ENSG00000233540	cg00002490	210.5690447863119
ENSG00000278923	cg00001809	210.18966691885336
ENSG00000204113	cg00000321	210.1658238002526
ENSG00000254465	cg00000734	209.3976565209366
ENSG00000225275	cg00002591	208.95373215940003
ENSG00000269475	cg00000905	208.15553737145746
ENSG00000264104	cg00003091	208.05705742519092
ENSG00000242268	cg00001249	208.0350773321359
ENSG00000255420	cg00000321	207.40097915425136
ENSG00000261789	cg00004055	206.69019825167953
ENSG00000078237	cg00000957	206.0002885270383
ENSG00000230100	cg00002236	205.75206253963066
ENSG00000273406	cg00000769	205.71082615986626
ENSG00000271616	cg00003287	205.36529258905045
ENSG00000270112	cg00002490	203.35820367791388
ENSG00000233540	cg00000165	203.34634735541496
ENSG00000234900	cg00000321	202.76832891449848
ENSG00000242268	cg00003784	202.11879268982452
ENSG00000254465	cg00002646	200.83110186843865
ENSG00000254465	cg00000905	199.5490020566489
ENSG00000278099	cg00002116	198.69210932814588
ENSG00000275265	cg00004089	197.0450410917197
ENSG00000236040	cg00000905	196.2226070241399
ENSG00000278732	cg00003994	194.78730361698592
ENSG00000230100	cg00002593	194.76851138302143
ENSG00000267108	cg00001854	194.33363146209132
ENSG00000242268	cg00000734	194.0141890713608
ENSG00000118972	cg00002808	192.26699891459717
ENSG00000225275	cg00002406	190.83658375608644
ENSG00000270112	cg00000658	190.39246808927862
ENSG00000242268	cg00002449	189.750707957377
ENSG00000225275	cg00001349	188.2483210771644
ENSG00000242041	cg00000957	187.5339713295167
ENSG00000231981	cg00003578	187.52050526973528
ENSG00000236893	cg00001791	187.00144017856906
ENSG00000233540	cg00002190	186.52073339657835
ENSG00000273406	cg00001510	186.38227967077412
ENSG00000227535	cg00001261	186.30644635666079
ENSG00000242041	cg00000714	185.9681211853356
ENSG00000262950	cg00001874	184.96470606390756
ENSG00000240423	cg00001687	184.80801118163544
ENSG00000278732	cg00000769	184.25064172562577
ENSG00000278099	cg00000321	183.66319507220453
ENSG00000278099	cg00000289	182.05213178707965
ENSG00000278923	cg00002033	180.04570607235325
ENSG00000252628	cg00003202	179.640027705879
ENSG00000118972	cg00000714	179.10255500413382
ENSG00000214062	cg00002597	178.60943822540816
ENSG00000278732	cg00002837	178.601730166403
ENSG00000261789	cg00002406	178.11158019535463
ENSG00000262950	cg00002597	177.48560770257438
ENSG00000254465	cg00002809	176.61098148891952
ENSG00000235240	cg00000948	173.9388842835245
ENSG00000234881	cg00001582	173.82402691508463
ENSG00000234881	cg00003305	173.20861260499237
ENSG00000225269	cg00002719	172.9213599054712
ENSG00000227535	cg00002808	172.53397387410328
ENSG00000271647	cg00004089	171.77531934815323
ENSG00000214062	cg00001446	171.55766034586387
ENSG00000236893	cg00000236	171.31773831162297
ENSG00000161558	cg00003994	170.17344650770943
ENSG00000234881	cg00001249	170.0968876507721
ENSG00000196167	cg00001687	169.55229543183498
ENSG00000273406	cg00002769	168.77665666359627
ENSG00000278923	cg00001874	168.5562926721292
ENSG00000240423	cg00000236	168.35036663848322
ENSG00000261789	cg00001874	168.16355725514768
ENSG00000236893	cg00002646	168.0581124402112
ENSG00000271616	cg00000957	167.0430189332877
ENSG00000236893	cg00002449	166.79570031984423
ENSG00000254131	cg00001687	166.42763221345868
ENSG00000166368	cg00002033	164.37349386698187
ENSG00000252628	cg00001261	163.85544458506507
ENSG00000233540	cg00002646	161.693797193692
ENSG00000278732	cg00002449	161.61936627559598
ENSG00000280159	cg00001364	161.18306212225036
ENSG00000227535	cg00004055	160.89141458861312
ENSG00000166634	cg00003969	160.33605146728368
ENSG00000231981	cg00003969	159.81501511818885
ENSG00000270112	cg00003181	159.1320885753336
ENSG00000280038	cg00002490	157.64868499352545
ENSG00000236893	cg00001261	156.14848539577991
ENSG00000242041	cg00000321	155.60111385479965
ENSG00000278099	cg00003784	154.37361589621239
ENSG00000204113	cg00000721	153.1507367559409
ENSG00000254092	cg00003969	153.02613921998005
ENSG00000227535	cg00001747	149.78958857264772
ENSG00000269416	cg00002597	149.3296315365561
ENSG00000280038	cg00002597	148.6101780528815
ENSG00000166368	cg00001874	148.51323129750446
ENSG00000088179	cg00001874	147.49340052980403
ENSG00000234943	cg00004055	146.68030687801934
ENSG00000268465	cg00002145	146.67775776129915
ENSG00000252628	cg00001582	146.14927113765125
ENSG00000278732	cg00002591	144.941077434208
ENSG00000268465	cg00001582	143.92325482058413
ENSG00000252628	cg00003173	140.6311231222731
ENSG00000204113	cg00001687	140.50094811578833
ENSG00000166368	cg00002449	139.79706869023136
ENSG00000275265	cg00003298	138.8004387559177
ENSG00000230100	cg00001582	138.60230682829672
ENSG00000225269	cg00002531	137.9199905504682
ENSG00000262950	cg00004067	137.63981269907813
ENSG00000268465	cg00000769	137.5045796313455
ENSG00000271616	cg00003091	133.80524291111715
ENSG00000269148	cg00004072	133.23395753732436
ENSG00000118972	cg00003091	131.9072767986559
ENSG00000278732	cg00002406	131.61035941408957
ENSG00000233540	cg00000734	130.9525242399959
ENSG00000060642	cg00001854	129.8267908532073
ENSG00000231105	cg00003345	129.22605688171728
ENSG00000225269	cg00000948	127.74118670785344
ENSG00000262950	cg00001747	127.59194745963194
ENSG00000271616	cg00002597	124.96703019195475
ENSG00000242041	cg00003625	122.1023931386061
ENSG00000227535	cg00001245	121.81114968619067
ENSG00000278732	cg00000734	120.69587329994579
ENSG00000182141	cg00002837	119.58868987621022
ENSG00000252628	cg00000236	119.54541714897407
ENSG00000236893	cg00002145	117.97239669281224
ENSG00000215246	cg00002531	116.47052703846435
ENSG00000278923	cg00003345	115.50882662289914
ENSG00000254131	cg00001854	115.49241053531391
ENSG00000261789	cg00003969	112.97541912742759
ENSG00000274458	cg00002810	111.02747121435885
ENSG00000261789	cg00002190	110.59322730209229
ENSG00000269475	cg00004067	109.8784364707551
